verlaten,-2
verlaten,-2
verlaat,-2
ontvoerd,-2
abductie,-2
abductie,-2
verafschuwen,-3
verafschuwd,-3
weerzinwekkend,-3
verafschuwt,-3
capaciteiten,2
vermogen,2
boord,1
afwezige,-1
afwezigen,-1
ontheffen,2
ontheven,2
vrijspreekt,2
ontheven,2
geabsorbeerd,1
misbruik,-3
misbruikt,-3
misstanden,-3
beledigend,-3
aanvaarden,1
aanvaard,1
aanvaarding,1
accepteert,1
ongeval,-2
accidentele,-2
ongeluk,-2
ongevallen,-2
volbrengen,2
volbracht,2
volbrengt,2
beschuldiging,-2
beschuldigingen,-2
beschuldigen,-2
verdachte,-2
beschuldigt,-2
beschuldigd,-2
pijn,-2
haalbare,1
pijn,-2
onschuldig,2
ontslaat,2
vrijgesproken,2
bevrijdende,2
bitter,-3
actief,1
adequate,1
genieten,3
bewonderde,3
bewondert,3
bewonderen,3
toe,-1
erkent,-1
toegegeven,-1
waarschuwen,-2
maande,-2
vast te stellen,1
aanneemt,1
aanbiddelijk,3
aanbid,3
vonden,3
dol,3
geavanceerde,1
voordeel,2
voordelen,2
avontuur,2
avonturen,2
avontuurlijk,2
beïnvloed,-1
affectie,3
aanhankelijk,3
getroffen,-1
beledigd,-1
bang,-2
verergeren,-2
verergerd,-2
verergert,-2
verzwarende,-2
agressie,-2
agressie,-2
agressief,-2
ontzet,-2
agog,2
kwellen,-3
gekweld,-3
agonises,-3
pijnlijke,-3
kwellen,-3
gekweld,-3
agonizes,-3
pijnlijke,-3
eens,1
aangenaam,2
is overeengekomen,1
overeenkomst,1
stemt,1
alarm,-2
gealarmeerd,-2
alarmerende,-2
alarmisten,-2
helaas,-1
alert,-1
vervreemding,-2
levend,1
allergische,-2
mogelijk,1
alleen,-2
verrassen,2
verbaasd,2
verbaast,2
geweldig,4
ambitieuze,2
ambivalente,-1
amuse,3
geamuseerd,3
amusement,3
amusement,3
woede,-3
woede,-3
boos,-3
angst,-3
gekweld,-3
vijandigheid,-2
ergeren,-2
ergernis,-2
geïrriteerd,-2
vervelend,-2
irriteert,-2
antagonistische,-2
anti,-1
anticipatie,1
angst,-2
angstig,-2
apathisch,-3
lusteloosheid,-3
apeshit,-3
apocalyptisch,-2
excuses,-1
verontschuldigde,-1
verontschuldigt,-1
verontschuldigen,-1
excuses,-1
verontschuldigde,-1
verontschuldigt,-1
verontschuldigen,-1
verontschuldiging,-1
geschokt,-2
verschrikkelijk,-2
kalmeren,2
gekalmeerd,2
kalmeert,2
kalmeren,2
moedigen,2
toegejuicht,2
applaudisseren,2
prijst,2
applaus,2
waarderen,2
gewaardeerd,2
waardeert,2
waarderen,2
appreciatie,2
bezorgd,-2
goedkeuring,2
goedgekeurd,2
goedkeurt,2
vurige,1
arresteren,-2
gearresteerd,-3
arrestatie,-2
arrogant,-2
ashame,-2
schaamte,-2
ass,-4
moord,-3
moorden,-3
activa,2
activa,2
kontneuken,-4
lul,-4
ontzetten,2
versteld,3
versteld,3
verbazingwekkend,3
verbluffend,3
astounds,3
aanval,-1
aangevallen,-1
aanvallen,-1
aanvallen,-1
trekken,1
aangetrokken,1
aantrekken,2
aantrekking,2
attracties,2
trekt,1
audacious,3
autoriteit,1
voorkomen,-1
afgewend,-1
averts,-1
gretige,2
voorkomen,-1
vermeden,-1
vermijdt,-1
af te wachten,-1
afgewacht,1
wacht,-1
award,3
toegekend,3
awards,3
ontzagwekkend,4
verschrikkelijk,-3
onhandig,-2
ax,-1
afgeschaft,-1
backed,1
backing,2
ruggen,1
slecht,-3
badass,-3
slecht,-3
bailout,-2
bamboozle,-2
bamboozled,-2
Bamboozles,-2
verbod,2
uitbannen,1
failliet,-3
bankster,-3
verboden,2
koopje,2
barrière,-2
bastaard,-5
schoften,-5
slag,-1
slagen,-1
geslagen,-2
beatific,3
slaan,-1
schoonheid,3
mooi,3
prachtig,3
verfraaien,3
kleineren,-2
gekleineerd,-2
geliefde,3
voordeel,2
voordelen,2
geprofiteerd,2
Profiterend,2
beroven,-2
getroffenen,-2
kinderen beroofd,-2
berooft,-2
best,3
verraden,-3
verraad,-3
verraden,-3
verraden,-3
verraadt,-3
beter,2
bias,-1
voorgespannen,-2
groot,1
wijfje,-5
wijfjes,-5
bitter,-2
bitter,2
bizarre,-2
bla,-2
schuld,-2
schuld,-2
beschuldigt,-2
schuld,-2
zegen,2
zegent,2
zegen,3
blind,-1
Bliss,3
naïef,3
blithe,2
blok,-1
blockbuster,3
geblokkeerd,1
blokkeren,-1
blokken,-1
bloedig,-3
onscherp,-2
pochers,2
vet,2
vrijmoedig,2
bom,-1
boost,1
gestimuleerd,1
stimuleren,1
boosts,1
boring,-2
bored,-2
saai,-3
moeite,-2
gehinderd,-2
stoort,2
hinderlijk,-2
boycot,-2
geboycot,-2
boycot,-2
boycots,2
hersenspoeling,-3
moed,2
doorbraak,3
adembenemend,5
omkopen,-3
helder,1
helderste,2
Helderheid,1
brilliant,4
levendig,2
brak,-1
gebroken,-1
broeden,-2
gepest,-2
bullshit,-4
pesten,-2
pesten,-2
minpunt,-2
drijfvermogen,2
belasting,-2
belast,-2
belasten,-2
lasten,2
kalm,2
gekalmeerd,2
kalmerende,2
kalmeert,2
Kan niet staan,-3
annuleren,1
geannuleerd,1
annuleren,1
annuleert,-1
kanker,-1
staat,1
ban,3
schelen,2
onbezorgde,1
voorzichtig,2
goed,2
onzorgvuldig,-2
zorgen,2
In te betalen,-2
ongeval,-2
catastrofe,-3
katastrofisch,-4
voorzichtige,-1
vieren,3
gevierd,3
viert,3
vieren,3
censor,-2
gecensureerd,-2
censor,-2
bepaalde,1
chagrin,-2
chagrijnig,-2
uitdaging,1
kans,2
kansen,2
chaos,-2
chaotisch,-2
opgeladen,-3
lasten,-2
b,3
charmante,3
charmless,-3
kastijden,-3
getuchtigd,-3
kastijdt,-3
kastijden,-3
bedriegen,-3
bedrogen,-3
bedrieger,-3
bedriegers,-3
cheats,-3
bemoedigen,2
juichten,2
vrolijk,2
toejuichen,2
cheerless,-2
cheers,2
vrolijk,3
koesteren,2
geliefd,2
koestert,2
koesteren,2
elegant,2
kinderlijke,-2
koelen,-1
stikken,-2
gesmoord,-2
smoorspoelen,2
verstikking,-2
verduidelijkt,2
helderheid,2
botsen,-2
elegant,3
schoon,2
schoner,2
duidelijk,1
gewist,1
duidelijk,1
verholpen,1
slim,2
betrokken,-1
idee,-2
haan,-5
cocksucker,-5
cocksuckers,-5
verwaand,-2
gedwongen,-2
instorten,-2
samengevouwen,-2
instortingen,2
instorten,-2
botsen,-1
botst,-1
botsen,-1
botsing,-2
botsingen,-2
samenspannen,-3
gevecht,-1
bestrijdt,-1
komedie,1
comfort,2
comfortabel,2
geruststellend,2
comfort,2
bevelen,2
geprezen,2
commit,1
commitment,2
begaat,1
begaan,1
plegen,1
compassionate,2
gedwongen,1
competent,2
concurrerend,2
leunen,-2
klaag,-2
klaagde,-2
klaagt,-2
uitgebreide,2
verzoenen,2
verzoend,2
verzoent,2
verzoenen,2
veroordelen,2
oordeel,-2
veroordeeld,2
veroordeelt,2
vertrouwen,2
zeker,2
conflict,-2
tegenstrijdige,-2
conflictueuze,-2
conflicten,-2
verwarren,-2
verward,2
verwarrend,-2
congrats,2
complimenteren,2
gelukwens,2
gefeliciteerd,2
toestemming,2
toestemmingen,2
troostbaar,2
samenzwering,-3
beperkt,-2
besmetting,-2
besmettingen,-2
besmettelijk,-1
minachting,2
minachtend,2
verachtelijk,2
betogen,1
mededinger,-1
strijdende,-1
omstreden,-2
aanvechtbaar,2
controversieel,-2
controversieel,-2
overtuigen,1
overtuigd,1
overtuigen,1
gebruikersvriendelijke,2
koel,1
Leuke dingen,3
cornered,-2
lijk,-1
kostbaar,-2
moed,2
moedig,2
beleefd,2
hoffelijkheid,2
dekmantel,-3
laf,2
laf,-2
gezelligheid,2
kramp,-1
crap,-3
crash,-2
gekker,-2
craziest,-2
gek,-2
creatief,2
crestfallen,-2
riep,2
roept,2
misdaad,-3
crimineel,-3
criminelen,-3
crisis,-3
kritiek,-2
kritiek,-2
kritiek,-2
kritiek,-2
kritiek,-2
kritiek,-2
critici,-2
wreed,-3
wreedheid,-3
verpletteren,-1
gemalen,-2
verbrijzeling,-1
verpletteren,-1
huilen,-1
huilen,-2
cunt,-5
nieuwsgierig,1
vloek,1
gesneden,-1
schattig,2
snijwonden,-1
snijden,-1
cynicus,-2
cynisch,-2
cynisme,2
schade,-3
schade,-3
damn,-4
verdoemden,4
verdomme,-4
gevaar,-2
waaghals,2
gewaagd,2
donkerste,2
duisternis,-1
dauntless,2
dood,-3
deadlock,-2
oorverdovend,-1
Beste,2
duur,3
dood,-2
debonair,2
schuld,-2
bedrog,-3
bedrieglijk,-3
bedriegen,-3
bedrogen,-3
bedriegt,-3
bedriegen,-3
misleiding,-3
beslissende,1
toegewijd,2
verslagen,-2
defect,-3
defecten,-3
fase,2
verdediging,2
weerloos,2
uitstellen,-1
uitstellen,-1
uitdagend,-1
tekort,2
degraderen,2
gedegradeerd,-2
degradeert,-2
ontmenselijken,-2
ontmenselijkte,-2
ontmenselijkt,-2
dehumanizing,-2
ontmoedigen,-2
dejected,-2
dejecting,-2
dejects,-2
vertraging,1
vertraagde,-1
genot,3
gelukkig,3
delighting,3
lekkernijen,3
demand,-1
eiste,1
veeleisend,-1
eisen,1
demonstratie,-1
gedemoraliseerd,2
ontkend,-2
denier,-2
deniers,-2
betwist,2
kaak,-2
kaak,-2
ontkennen,-2
ontkennen,-2
depressief,-2
indrukken,-2
ontsporen,-2
ontspoord,-2
ontspoort,-2
spotten,-2
derided,-2
clerides,-2
bespotten,-2
spot,-2
wenselijk,2
verlangen,1
gewenst,2
verlangend,2
wanhoop,-3
wanhopig en,3
wanhoopt,-3
wanhopig,-3
wanhopig,-3
moedeloos,-3
vernietigen,-3
vernietigd,3
vernietigen,3
vernietigt,-3
vernietiging,-3
destructief,-3
vrijstaand,-1
ophouden,-2
vastgehouden,-2
detentie,-2
bepaald,2
verwoesten,-2
verwoest,-2
verwoestende,-2
toegewijd,3
diamant,1
dick,-4
eikel,-4
sterven,-3
stierf,-3
moeilijk,-1
diffident,-2
dilemma,-1
dipshit,-3
dire,-3
onheilspellend,-3
vuil,-2
vuiler,-2
smerigste,-2
vuile,-2
invaliditeit,1
nadeel,-2
benadeeld,-2
verdwijnen,-1
verdwenen,-1
verdwijnt,-1
teleurstellen,-2
teleurgesteld,-2
teleurstellend,-2
vandaag,-2
teleurstellingen,-2
teleur,-2
ramp,-2
rampen,-2
rampzalig,-3
geloven,-2
ontdoen,-1
weggegooid,-1
ontdoen,-1
ontdoet,-1
somber,-2
disconsolation,-2
ontevreden,-2
onenigheid,-2
verdisconteerd,-1
ontmoedigd,-2
opspraak,-2
minachting,-2
ongenade,-2
ongenade gevallen,-2
verhullen,-1
vermomd,-1
vermommingen,-1
vermommen,-1
walging,-3
walgen,-3
walgelijk,-3
ontmoedigd,-2
oneerlijk,-2
gedesillusioneerd,-2
geneigd,-2
onsamenhangende,-2
afkeer,-2
somber,-2
ontzet,-2
stoornis,-2
ongeorganiseerd,-2
gedesoriënteerd,-2
kleineren,-2
gekleineerd,-2
kleineert,-2
disparaging,-2
ontstemd,-2
geschil,-2
betwist,-2
geschillen,-2
geschil,-2
gediskwalificeerd,-2
onrust,-2
negeren,-2
genegeerd,-2
negeren,-2
negeert,-2
respect,-2
gerespecteerd,-2
ontwrichting,-2
verstoringen,-2
storend,-2
ontevreden,-2
vervormen,-2
vervormd,-2
vervormen,-2
vervormt,-2
afleiden,-2
afgeleid,-2
afleiding,-2
afleidt,-2
nood,-2
verontrust,-2
noden,-2
verontrustend,-2
wantrouwen,-3
wantrouwend,-3
verstoren,-2
gestoord,-2
storend,-2
verstoort,-2
dithering,-2
duizelig,-1
ontwijken,-2
onbetrouwbare,-2
Werkt niet,-3
droefgeestig,-2
Vind je niet leuk,-2
doom,-2
gedoemd,-2
twijfel,-1
getwijfeld,-1
twijfelachtig,-1
twijfel,-1
douche,-3
douchebag,-3
neergeslagen,-2
downhearted,-2
neerwaartse,-2
belemmering,-1
gesleept,-1
sleept,-1
uitgelekt,-2
angst,-2
gevreesde,-2
verschrikkelijk,-3
met bang,-2
droom,1
dromen,1
somber,-2
hangende,-2
daling,-1
verdrinken,-2
verdronken,-2
gedronken,-2
twijfelachtig,-2
dud,-2
dof,-2
stom,-3
dumbass,-3
dump,-1
gedumpt,-2
stortplaatsen,-1
misleiden,-2
bedrogen,-2
dysfunctie,-2
gretig,2
ernstig,2
verlichten,2
eenvoudig,1
extatische,4
eng,-2
eery,-2
effectieve,2
effectief,2
uitgelaten,3
euforie,3
elegant,2
verlegenheid,-2
pijnlijk,-2
verlegenheid,-2
verbitterd,-2
omarmen,1
noodsituatie,-2
begrijpende,2
leegte,-1
lege,-1
verrukt,2
moedigen,2
aangemoedigd,2
aanmoediging,2
bevordert,2
onderschrijven,2
bekrachtigd,2
goedkeuring,2
onderschrijft,2
vijanden,-2
vijand,-2
energiek,2
aangrijpen,1
aangrijpt,1
